file name
U CAD-ASCII
1.0
PADSCIM OUTPUT
12-27-2005 
 106,0603        , -28.58,  89.66,     0, ,C640        
 107,0603        , -28.70,  87.63,     0, ,C638        
 108,0603        , -28.45,  85.09,    90, ,C639        
 109,0603        , -28.45,  82.68,     0, ,C605        
 110,0603        , -28.45,  81.28,     0, ,C599        
 111,0603        , -35.81,  79.12,     0, ,C597        
 112,0603        , -39.24,  79.12,     0, ,C526        
 113,0603        , -42.80,  79.12,     0, ,C525        
 114,0603        , -43.82,  82.04,    90, ,C598        
 115,0603        , -40.39,  82.14,   270, ,R2003       
 116,0603        , -39.75,  85.98,    90, ,C604        
 117,0603        , -41.53,  85.98,    90, ,C607        
 118,0603        , -37.02,  85.34,   180, ,R859        
 119,0603        , -37.02,  86.93,     0, ,R858        
 120,1206        , -38.23,  89.66,    90, ,L600        
 121,1206        , -38.16,  92.27,    90, ,L601        
 122,0603        , -43.43,  91.31,   270, ,C609        
 123,0603        , -43.94,  94.87,   180, ,C596        
 124,0603        , -46.86,  94.23,   270, ,R1014       
 125,0603        , -49.28,  95.00,   180, ,C1014       
 126,0603        , -38.48,  98.17,     0, ,C635        
 127,1206        , -24.51, 104.52,    90, ,C707        
 128,0603        , -24.00, 106.81,     0, ,C706        
 129,0603        , -39.62,  75.90,   180, ,R2005       
 130,0603        , -71.50,  67.56,     0, ,R424        
 131,0603        , -74.93,  67.56,   180, ,C470        
 132,0603        , -73.03,  65.66,   180, ,C535        
 133,0603        , -80.65,  64.77,   180, ,C533        
 134,0603        , -87.50,  64.64,     0, ,C532        
 135,0603        , -90.81,  62.23,    90, ,C534        
 136,0603        , -90.81,  55.50,    90, ,C537        
 137,0603        , -87.88,  49.53,     0, ,C540        
 138,0603        , -71.76,  49.02,   180, ,C539        
 139,0603        , -72.77,  46.10,   270, ,C531        
 140,0603        , -74.36,  46.16,   270, ,C530        
 141,1206        , -68.45,  46.10,   270, ,L401        
 142,0603        , -69.09,  61.85,    90, ,C536        
 143,0603        , -24.64,  55.37,   180, ,C522        
 144,0603        , -101.85,  40.13,   270, ,C903        
 145,0603        , -132.33,  88.90,    90, ,C625        
 146,0603        , -132.21,  93.22,    90, ,C623        
 147,0603        , -132.33,  96.77,   270, ,C622        
 148,0603        , -132.33, 100.20,   270, ,C582        
 149,0603        , -129.67, 101.73,     0, ,C547        
 150,0603        , -124.33, 101.85,   180, ,C594        
 151,0603        , -121.03, 101.85,   180, ,C546        
 152,0603        , -117.48, 101.85,     0, ,C544        
 153,0603        , -116.71,  99.44,   270, ,C591        
 154,0603        , -119.94,  97.99,     0, ,R2002       
 155,0603        , -121.01, 104.70,   180, ,R2001       
0,  0.00,  0.00
